S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
s7d0	wd373	Israel	Jſrael	Israel	NE
s7d0	wd374	schließen	ſchließen	schließen	VVINF
s7d0	wd375	,	,	,	$,
s7d0	wd376	und	und	und	KON
s7d0	wd377	alle	alle	alle	PIAT
s7d0	wd378	Abgöttischen	Abgoͤttiſchen	Abgöttische	NN
s7d0	wd379	erwürgen	erwuͤrgen	erwürgen	VVINF
s7d0	wd37a	,	,	,	$,
s7d0	wd37b	die	die	die	PRELS
s7d0	wd37c	in	in	in	APPR
s7d0	wd37d	der	der	d	ART
s7d0	wd37e	Umgegend	Umgegend	Umgegend	NN
s7d0	wd37f	von	von	von	APPR
s7d0	wd380	Jerusalem	Jeruſalem	Jerusalem	NE
s7d0	wd381	und	und	und	KON
s7d0	wd382	Eskalon	Eskalon	Eskalon	NE
s7d0	wd383	wohnen	wohnen	wohnen	VVINF
s7d0	wd384	.	.	.	$.

# text = Daruͤber aber wird die ganze Welt in Furcht und Schrecken gerathen .
s7d1	wd385	Darüber	Daruͤber	darüber	PAV
s7d1	wd386	aber	aber	aber	ADV
s7d1	wd387	wird	wird	werden	VAFIN
s7d1	wd388	die	die	d	ART
s7d1	wd389	ganze	ganze	ganz	ADJA
s7d1	wd38a	Welt	Welt	Welt	NN
s7d1	wd38b	in	in	in	APPR
s7d1	wd38c	Furcht	Furcht	Furcht	NN
s7d1	wd38d	und	und	und	KON
s7d1	wd38e	Schrecken	Schrecken	Schrecken	NN
s7d1	wd38f	geraten	gerathen	geraten	VVPP
s7d1	wd390	.	.	.	$.

# text = Hiemit iſt das Liedchen noch nicht zu Ende .
s7d2	wd391	Hiermit	Hiemit	hiermit	ADV
s7d2	wd392	ist	iſt	sein	VAFIN
s7d2	wd393	das	das	d	ART
s7d2	wd394	Liedchen	Liedchen	Liedchen	NN
s7d2	wd395	noch	noch	noch	ADV
s7d2	wd396	nicht	nicht	nicht	PTKNEG
s7d2	wd397	zu	zu	zu	APPR
s7d2	wd398	Ende	Ende	Ende	NN
s7d2	wd399	.	.	.	$.

# text = Zu Rom iſt das Bild einer ſchoͤnen Jungfrau von Marmor , welches der liebe Gott mit eigenen Haͤnden gemacht hat .
s7d3	wd39a	Zu	Zu	zu	APPR
s7d3	wd39b	Rom	Rom	Rom	NE
s7d3	wd39c	ist	iſt	sein	VAFIN
s7d3	wd39d	das	das	d	ART
s7d3	wd39e	Bild	Bild	Bild	NN
s7d3	wd39f	einer	einer	eine	ART
s7d3	wd3a0	schönen	ſchoͤnen	schön	ADJA
s7d3	wd3a1	Jungfrau	Jungfrau	Jungfrau	NN
s7d3	wd3a2	von	von	von	APPR
s7d3	wd3a3	Marmor	Marmor	Marmor	NN
s7d3	wd3a4	,	,	,	$,
s7d3	wd3a5	welches	welches	welche	PRELS
s7d3	wd3a6	der	der	d	ART
s7d3	wd3a7	liebe	liebe	lieb	ADJA
s7d3	wd3a8	Gott	Gott	Gott	NN
s7d3	wd3a9	mit	mit	mit	APPR
s7d3	wd3aa	eigenen	eigenen	eigen	ADJA
s7d3	wd3ab	Händen	Haͤnden	Hand	NN
s7d3	wd3ac	gemacht	gemacht	machen	VVPP
s7d3	wd3ad	hat	hat	haben	VAFIN
s7d3	wd3ae	.	.	.	$.

# text = Mit dieſer ſteinernen Jungfrau werden die chriſtlichen Voͤlker Unzucht treiben , und Gott wird ein Geſchoͤpf in Geſtalt eines Kindes in der Bildſaͤule erſchaffen , den Marmor berſten , und den gottloſen Armillus herauskommen laſſen .
s7d4	wd3af	Mit	Mit	mit	APPR
s7d4	wd3b0	dieser	dieſer	diese	PDAT
s7d4	wd3b1	steinernen	ſteinernen	steinern	ADJA
s7d4	wd3b2	Jungfrau	Jungfrau	Jungfrau	NN
s7d4	wd3b3	werden	werden	werden	VAFIN
s7d4	wd3b4	die	die	d	ART
s7d4	wd3b5	christlichen	chriſtlichen	christlich	ADJA
s7d4	wd3b6	Völker	Voͤlker	Volk	NN
s7d4	wd3b7	Unzucht	Unzucht	Unzucht	NN
s7d4	wd3b8	treiben	treiben	treiben	VVINF
s7d4	wd3b9	,	,	,	$,
s7d4	wd3ba	und	und	und	KON
s7d4	wd3bb	Gott	Gott	Gott	NN
s7d4	wd3bc	wird	wird	werden	VAFIN
s7d4	wd3bd	ein	ein	eine	ART
s7d4	wd3be	Geschöpf	Geſchoͤpf	Geschöpf	NN
s7d4	wd3bf	in	in	in	APPR
s7d4	wd3c0	Gestalt	Geſtalt	Gestalt	NN
s7d4	wd3c1	eines	eines	eine	ART
s7d4	wd3c2	Kindes	Kindes	Kind	NN
s7d4	wd3c3	in	in	in	APPR
s7d4	wd3c4	der	der	d	ART
s7d4	wd3c5	Bildsäule	Bildſaͤule	Bildsäule	NN
s7d4	wd3c6	erschaffen	erſchaffen	erschaffen	VVPP
s7d4	wd3c7	,	,	,	$,
s7d4	wd3c8	den	den	d	ART
s7d4	wd3c9	Marmor	Marmor	Marmor	NN
s7d4	wd3ca	bersten	berſten	bersten	VVINF
s7d4	wd3cb	,	,	,	$,
s7d4	wd3cc	und	und	und	KON
s7d4	wd3cd	den	den	d	ART
s7d4	wd3ce	gottlosen	gottloſen	gottlos	ADJA
s7d4	wd3cf	Armillus	Armillus	Armillus	NN
s7d4	wd3d0	herauskommen	herauskommen	herauskommen	VVINF
s7d4	wd3d1	lassen	laſſen	lassen	VVINF
s7d4	wd3d2	.	.	.	$.

# text = Armillus ſoll der Antichriſt der Umos ( Voͤlker oder Chriſten ) ſeyn .
s7d5	wd3d3	Armillus	Armillus	Armillus	NE
s7d5	wd3d4	soll	ſoll	sollen	VMFIN
s7d5	wd3d5	der	der	d	ART
s7d5	wd3d6	Antichrist	Antichriſt	Antichrist	NN
s7d5	wd3d7	der	der	d	ART
s7d5	wd3d8	Umos	Umos	Umos	NE
s7d5	wd3d9	(	(	(	$(
s7d5	wd3da	Völker	Voͤlker	Volk	NN
s7d5	wd3db	oder	oder	oder	KON
s7d5	wd3dc	Christen	Chriſten	Christ	NN
s7d5	wd3dd	)	)	)	$(
s7d5	wd3de	sein	ſeyn	sein	VAINF
s7d5	wd3df	.	.	.	$.

# text = Er iſt zwoͤlf Ellen lang und breit , hat rothe tiefliegende Augen , goldenes Haar , gruͤne Fußſohlen und zwei Koͤpfe , und deshalb wird Jedermann hiedurch im Voraus vor ihm gewarnt .
s7d6	wd3e0	Er	Er	er	PPER
s7d6	wd3e1	ist	iſt	sein	VAFIN
s7d6	wd3e2	zwölf	zwoͤlf	zwölf	CARD
s7d6	wd3e3	Ellen	Ellen	Elle	NN
s7d6	wd3e4	lang	lang	lang	ADJD
s7d6	wd3e5	und	und	und	KON
s7d6	wd3e6	breit	breit	breit	ADJD
s7d6	wd3e7	,	,	,	$,
s7d6	wd3e8	hat	hat	haben	VAFIN
s7d6	wd3e9	rote	rothe	rot	ADJA
s7d6	wd3ea	tiefliegende	tiefliegende	tiefliegend	ADJA
s7d6	wd3eb	Augen	Augen	Auge	NN
s7d6	wd3ec	,	,	,	$,
s7d6	wd3ed	goldenes	goldenes	golden	ADJA
s7d6	wd3ee	Haar	Haar	Haar	NN
s7d6	wd3ef	,	,	,	$,
s7d6	wd3f0	grüne	gruͤne	grün	ADJA
s7d6	wd3f1	Fußsohlen	Fußſohlen	Fußsohle	NN
s7d6	wd3f2	und	und	und	KON
s7d6	wd3f3	zwei	zwei	zwei	CARD
s7d6	wd3f4	Köpfe	Koͤpfe	Kopf	NN
s7d6	wd3f5	,	,	,	$,
s7d6	wd3f6	und	und	und	KON
s7d6	wd3f7	deshalb	deshalb	deshalb	PAV
s7d6	wd3f8	wird	wird	werden	VAFIN
s7d6	wd3f9	Jedermann	Jedermann	jedermann	PIS
s7d6	wd3fa	hierdurch	hiedurch	hierdurch	PAV
s7d6	wd3fb	im	im	im	APPRART
s7d6	wd3fc	Voraus	Voraus	Voraus	NN
s7d6	wd3fd	vor	vor	vor	APPR
s7d6	wd3fe	ihm	ihm	er	PPER
s7d6	wd3ff	gewarnt	gewarnt	warnen	VVPP
s7d6	wd400	.	.	.	$.

# text = Armillus wird zu dem boͤſen Koͤnige von Rom kommen , ſich fuͤr den Meſſias und fuͤr Gott ſelbſt ausgeben .
s7d7	wd401	Armillus	Armillus	Armillus	NE
s7d7	wd402	wird	wird	werden	VAFIN
s7d7	wd403	zu	zu	zu	APPR
s7d7	wd404	dem	dem	d	ART
s7d7	wd405	bösen	boͤſen	böse	ADJA
s7d7	wd406	Könige	Koͤnige	König	NN
s7d7	wd407	von	von	von	APPR
s7d7	wd408	Rom	Rom	Rom	NE
s7d7	wd409	kommen	kommen	kommen	VVFIN
s7d7	wd40a	,	,	,	$,
s7d7	wd40b	sich	ſich	sich	PRF
s7d7	wd40c	für	fuͤr	für	APPR
s7d7	wd40d	den	den	d	ART
s7d7	wd40e	Messias	Meſſias	Messias	NN
s7d7	wd40f	und	und	und	KON
s7d7	wd410	für	fuͤr	für	APPR
s7d7	wd411	Gott	Gott	Gott	NN
s7d7	wd412	selbst	ſelbſt	selbst	ADV
s7d7	wd413	ausgeben	ausgeben	ausgeben	VVINF
s7d7	wd414	.	.	.	$.

# text = Alle Roͤmer werden ihm glauben , und ihn zu ihrem Koͤnige erwaͤhlen ; auch die uͤbrigen Kinder Eſau ( die Lutheraner und Reformirten ) werden ihn liebgewinnen , und ihm als ihrem Gott und Meſſias anhangen .
s7d8	wd415	Alle	Alle	alle	PIAT
s7d8	wd416	Römer	Roͤmer	Römer	NN
s7d8	wd417	werden	werden	werden	VAFIN
s7d8	wd418	ihm	ihm	er	PPER
s7d8	wd419	glauben	glauben	glauben	VVFIN
s7d8	wd41a	,	,	,	$,
s7d8	wd41b	und	und	und	KON
s7d8	wd41c	ihn	ihn	er	PPER
s7d8	wd41d	zu	zu	zu	APPR
s7d8	wd41e	ihrem	ihrem	ihr	PPOSAT
s7d8	wd41f	Könige	Koͤnige	König	NN
s7d8	wd420	erwählen	erwaͤhlen	erwählen	VVINF
s7d8	wd421	;	;	;	$.
s7d8	wd422	auch	auch	auch	ADV
s7d8	wd423	die	die	d	ART
s7d8	wd424	übrigen	uͤbrigen	übrig	ADJA
s7d8	wd425	Kinder	Kinder	Kind	NN
s7d8	wd426	Esau	Eſau	Esau	NE
s7d8	wd427	(	(	(	$(
s7d8	wd428	die	die	d	ART
s7d8	wd429	Lutheraner	Lutheraner	Lutheraner	NN
s7d8	wd42a	und	und	und	KON
s7d8	wd42b	Reformierten	Reformirten	Reformierte	NN
s7d8	wd42c	)	)	)	$(
s7d8	wd42d	werden	werden	werden	VAFIN
s7d8	wd42e	ihn	ihn	er	PPER
s7d8	wd42f	liebgewinnen	liebgewinnen	liebgewinnen	VVINF
s7d8	wd430	,	,	,	$,
s7d8	wd431	und	und	und	KON
s7d8	wd432	ihm	ihm	er	PPER
s7d8	wd433	als	als	als	KOKOM
s7d8	wd434	ihrem	ihrem	ihr	PPOSAT
s7d8	wd435	Gott	Gott	Gott	NN
s7d8	wd436	und	und	und	KON
s7d8	wd437	Messias	Meſſias	Messias	NN
s7d8	wd438	anhängen	anhangen	anhängen	VVINF
s7d8	wd439	.	.	.	$.

# text = Darauf wird er den Nehemias und die Jſraeliten auffodern , ihm ihr Geſetz zu bringen , und ihm gleichfalls als ihrem Gott und Meſſias zu huldigen .
s7d9	wd43a	Darauf	Darauf	darauf	PAV
s7d9	wd43b	wird	wird	werden	VAFIN
s7d9	wd43c	er	er	er	PPER
s7d9	wd43d	den	den	d	ART
s7d9	wd43e	Nehemias	Nehemias	Nehemia	NE
s7d9	wd43f	und	und	und	KON
s7d9	wd440	die	die	d	ART
s7d9	wd441	Israeliten	Jſraeliten	Israelit	NN
s7d9	wd442	auffordern	auffodern	auffordern	VVFIN
s7d9	wd443	,	,	,	$,
s7d9	wd444	ihm	ihm	er	PPER
s7d9	wd445	ihr	ihr	ihr	PPOSAT
s7d9	wd446	Gesetz	Geſetz	Gesetz	NN
s7d9	wd447	zu	zu	zu	PTKZU
s7d9	wd448	bringen	bringen	bringen	VVINF
s7d9	wd449	,	,	,	$,
s7d9	wd44a	und	und	und	KON
s7d9	wd44b	ihm	ihm	er	PPER
s7d9	wd44c	gleichfalls	gleichfalls	gleichfalls	ADV
s7d9	wd44d	als	als	als	KOKOM
s7d9	wd44e	ihrem	ihrem	ihr	PPOSAT
s7d9	wd44f	Gott	Gott	Gott	NN
s7d9	wd450	und	und	und	KON
s7d9	wd451	Messias	Meſſias	Messias	NN
s7d9	wd452	zu	zu	zu	PTKZU
s7d9	wd453	huldigen	huldigen	huldigen	VVINF
s7d9	wd454	.	.	.	$.

# text = Nehemias wird aber mit dem Geſetz und mit dreißigtauſend ſtarken Helden vom Stamm Ephraim nach Rom ziehen , und dem Armillus das Gebot vorleſen :
s7da	wd455	Nehemias	Nehemias	Nehemia	NE
s7da	wd456	wird	wird	werden	VAFIN
s7da	wd457	aber	aber	aber	ADV
s7da	wd458	mit	mit	mit	APPR
s7da	wd459	dem	dem	d	ART
s7da	wd45a	Gesetz	Geſetz	Gesetz	NN
s7da	wd45b	und	und	und	KON
s7da	wd45c	mit	mit	mit	APPR
s7da	wd45d	dreißigtausend	dreißigtauſend	dreißigtausend	CARD
s7da	wd45e	starken	ſtarken	stark	ADJA
s7da	wd45f	Helden	Helden	Held	NN
s7da	wd460	vom	vom	vom	APPRART
s7da	wd461	Stamm	Stamm	Stamm	NN
s7da	wd462	Ephraim	Ephraim	Ephraim	NE
s7da	wd463	nach	nach	nach	APPR
s7da	wd464	Rom	Rom	Rom	NE
s7da	wd465	ziehen	ziehen	ziehen	VVINF
s7da	wd466	,	,	,	$,
s7da	wd467	und	und	und	KON
s7da	wd468	dem	dem	d	ART
s7da	wd469	Armillus	Armillus	Armillus	NN
s7da	wd46a	das	das	d	ART
s7da	wd46b	Gebot	Gebot	Gebot	NN
s7da	wd46c	vorlesen	vorleſen	vorlesen	VVINF
s7da	wd46d	:	:	:	$.

# text = Jch bin der Herr dein Gott , du ſollſt keine andere Goͤtter haben neben mir .
s7db	wd46e	Ich	Jch	ich	PPER
s7db	wd46f	bin	bin	sein	VAFIN
s7db	wd470	der	der	d	ART
s7db	wd471	Herr	Herr	Herr	NN
s7db	wd472	dein	dein	dein	PPOSAT
s7db	wd473	Gott	Gott	Gott	NN
s7db	wd474	,	,	,	$,
s7db	wd475	du	du	du	PPER
s7db	wd476	sollst	ſollſt	sollen	VMFIN
s7db	wd477	keine	keine	keine	PIAT
s7db	wd478	andere	andere	ander	ADJA
s7db	wd479	Götter	Goͤtter	Gott	NN
s7db	wd47a	haben	haben	haben	VAFIN
s7db	wd47b	neben	neben	neben	APPR
s7db	wd47c	mir	mir	ich	PPER
s7db	wd47d	.	.	.	$.

# text = Armillus wird antworten :
s7dc	wd47e	Armillus	Armillus	Armillus	NE
s7dc	wd47f	wird	wird	werden	VAFIN
s7dc	wd480	antworten	antworten	antworten	VVINF
s7dc	wd481	:	:	:	$.

# text = das ſteht nicht in eurem Geſetz !
s7dd	wd482	das	das	die	PDS
s7dd	wd483	steht	ſteht	stehen	VVFIN
s7dd	wd484	nicht	nicht	nicht	PTKNEG
s7dd	wd485	in	in	in	APPR
s7dd	wd486	eurem	eurem	euer	PPOSAT
s7dd	wd487	Gesetz	Geſetz	Gesetz	NN
s7dd	wd488	!	!	!	$.

# text = Jhr ſollt mich fuͤr euren Gott anerkennen , wie die Chriſten und andere Voͤlker gethan .
s7de	wd489	Ihr	Jhr	sie	PPER
s7de	wd48a	sollt	ſollt	sollen	VMFIN
s7de	wd48b	mich	mich	mich	PRF
s7de	wd48c	für	fuͤr	für	APPR
s7de	wd48d	euren	euren	euer	PPOSAT
s7de	wd48e	Gott	Gott	Gott	NN
s7de	wd48f	anerkennen	anerkennen	anerkennen	VVINF
s7de	wd490	,	,	,	$,
s7de	wd491	wie	wie	wie	PWAV
s7de	wd492	die	die	d	ART
s7de	wd493	Christen	Chriſten	Christ	NN
s7de	wd494	und	und	und	KON
s7de	wd495	andere	andere	ander	ADJA
s7de	wd496	Völker	Voͤlker	Volk	NN
s7de	wd497	getan	gethan	tun	VVPP
s7de	wd498	.	.	.	$.

# text = Nehemias aber wird ſeinen Dienern befehlen , den Armillus zu fangen , und in Feſſeln zu legen ; und er ſelbſt zieht mit ſeinen dreißigtauſend Helden vom Stamme Ephraim gegen das Heer des Widerſachers , und erſchlaͤgt zweimalhundert tauſend Mann deſſelben .
s7df	wd499	Nehemias	Nehemias	Nehemia	NE
s7df	wd49a	aber	aber	aber	ADV
s7df	wd49b	wird	wird	werden	VAFIN
s7df	wd49c	seinen	ſeinen	seine	PPOSAT
s7df	wd49d	Dienern	Dienern	Diener	NN
s7df	wd49e	befehlen	befehlen	befehlen	VVINF
s7df	wd49f	,	,	,	$,
s7df	wd4a0	den	den	d	ART
s7df	wd4a1	Armillus	Armillus	Armillus	NN
s7df	wd4a2	zu	zu	zu	PTKZU
s7df	wd4a3	fangen	fangen	fangen	VVINF
s7df	wd4a4	,	,	,	$,
s7df	wd4a5	und	und	und	KON
s7df	wd4a6	in	in	in	APPR
s7df	wd4a7	Fesseln	Feſſeln	Fessel	NN
s7df	wd4a8	zu	zu	zu	PTKZU
s7df	wd4a9	legen	legen	legen	VVINF
s7df	wd4aa	;	;	;	$.
s7df	wd4ab	und	und	und	KON
s7df	wd4ac	er	er	er	PPER
s7df	wd4ad	selbst	ſelbſt	selbst	ADV
s7df	wd4ae	zieht	zieht	ziehen	VVFIN
s7df	wd4af	mit	mit	mit	APPR
s7df	wd4b0	seinen	ſeinen	seine	PPOSAT
s7df	wd4b1	dreißigtausend	dreißigtauſend	dreißigtausend	CARD
s7df	wd4b2	Helden	Helden	Held	NN
s7df	wd4b3	vom	vom	vom	APPRART
s7df	wd4b4	Stamme	Stamme	Stamm	NN
s7df	wd4b5	Ephraim	Ephraim	Ephraim	NE
s7df	wd4b6	gegen	gegen	gegen	APPR
s7df	wd4b7	das	das	d	ART
s7df	wd4b8	Heer	Heer	Heer	NN
s7df	wd4b9	des	des	d	ART
s7df	wd4ba	Widersachers	Widerſachers	Widersacher	NN
s7df	wd4bb	,	,	,	$,
s7df	wd4bc	und	und	und	KON
s7df	wd4bd	erschlägt	erſchlaͤgt	erschlagen	VVFIN
s7df	wd4be	Zweimalhundert	zweimalhundert	Zweimalhundert	NN
s7df	wd4bf	tausend	tauſend	tausend	CARD
s7df	wd4c0	Mann	Mann	Mann	NN
s7df	wd4c1	desselben	deſſelben	dieselbe	PDS
s7df	wd4c2	.	.	.	$.

# text = Hieruͤber ergrimmt verſammelt Armillus ſein ganzes Volk , ſtreitet in einem tiefen Thal gegen die Jſraeliten , und viele von ihnen werden umkommen .
s7e0	wd4c3	Hierüber	Hieruͤber	hierüber	PAV
s7e0	wd4c4	ergrimmt	ergrimmt	ergrimmen	VVFIN
s7e0	wd4c5	versammelt	verſammelt	versammeln	VVFIN
s7e0	wd4c6	Armillus	Armillus	Armillus	NE
s7e0	wd4c7	sein	ſein	sein	PPOSAT
s7e0	wd4c8	ganzes	ganzes	ganz	ADJA
s7e0	wd4c9	Volk	Volk	Volk	NN
s7e0	wd4ca	,	,	,	$,
s7e0	wd4cb	streitet	ſtreitet	streiten	VVFIN
s7e0	wd4cc	in	in	in	APPR
s7e0	wd4cd	einem	einem	eine	ART
s7e0	wd4ce	tiefen	tiefen	tief	ADJA
s7e0	wd4cf	Tal	Thal	Tal	NN
s7e0	wd4d0	gegen	gegen	gegen	APPR
s7e0	wd4d1	die	die	d	ART
s7e0	wd4d2	Israeliten	Jſraeliten	Israelit	NN
s7e0	wd4d3	,	,	,	$,
s7e0	wd4d4	und	und	und	KON
s7e0	wd4d5	viele	viele	viel	PIS
s7e0	wd4d6	von	von	von	APPR
s7e0	wd4d7	ihnen	ihnen	sie	PPER
s7e0	wd4d8	werden	werden	werden	VAFIN
s7e0	wd4d9	umkommen	umkommen	umkommen	VVINF
s7e0	wd4da	.	.	.	$.

# text = Auch der gute Meſſias Nehemias , der Sohn Huſiels , bleibt auf dem Schlachtfelde ; aber Gottes heilige Engel heben ſeinen Leichnam auf , und bringen ihn bei den Erzvaͤtern in Sicherheit .
s7e1	wd4db	Auch	Auch	auch	ADV
s7e1	wd4dc	der	der	d	ART
s7e1	wd4dd	gute	gute	gut	ADJA
s7e1	wd4de	Messias	Meſſias	Messias	NN
s7e1	wd4df	Nehemias	Nehemias	Nehemia	NE
s7e1	wd4e0	,	,	,	$,
s7e1	wd4e1	der	der	d	ART
s7e1	wd4e2	Sohn	Sohn	Sohn	NN
s7e1	wd4e3	Husiels	Huſiels	Husiels	NE
s7e1	wd4e4	,	,	,	$,
s7e1	wd4e5	bleibt	bleibt	bleiben	VVFIN
s7e1	wd4e6	auf	auf	auf	APPR
s7e1	wd4e7	dem	dem	d	ART
s7e1	wd4e8	Schlachtfelde	Schlachtfelde	Schlachtfeld	NN
s7e1	wd4e9	;	;	;	$.
s7e1	wd4ea	aber	aber	aber	KON
s7e1	wd4eb	Gottes	Gottes	Gott	NN
s7e1	wd4ec	heilige	heilige	heilig	ADJA
s7e1	wd4ed	Engel	Engel	Engel	NN
s7e1	wd4ee	heben	heben	heben	VVFIN
s7e1	wd4ef	seinen	ſeinen	seine	PPOSAT
s7e1	wd4f0	Leichnam	Leichnam	Leichnam	NN
s7e1	wd4f1	auf	auf	auf	PTKVZ
s7e1	wd4f2	,	,	,	$,
s7e1	wd4f3	und	und	und	KON
s7e1	wd4f4	bringen	bringen	bringen	VVFIN
s7e1	wd4f5	ihn	ihn	er	PPER
s7e1	wd4f6	bei	bei	bei	APPR
s7e1	wd4f7	den	den	d	ART
s7e1	wd4f8	Erzvätern	Erzvaͤtern	Erzvater	NN
s7e1	wd4f9	in	in	in	APPR
s7e1	wd4fa	Sicherheit	Sicherheit	Sicherheit	NN
s7e1	wd4fb	.	.	.	$.

# text = Armillus wird nicht erfahren , daß Nehemias todt iſt , denn ſonſt wuͤrde er keines Jſraeliten weiter verſchonen .
s7e2	wd4fc	Armillus	Armillus	Armillus	NE
s7e2	wd4fd	wird	wird	werden	VAFIN
s7e2	wd4fe	nicht	nicht	nicht	PTKNEG
s7e2	wd4ff	erfahren	erfahren	erfahren	VVINF
s7e2	wd500	,	,	,	$,
s7e2	wd501	daß	daß	daß	KOUS
s7e2	wd502	Nehemias	Nehemias	Nehemia	NE
s7e2	wd503	tot	todt	tot	ADJD
s7e2	wd504	ist	iſt	sein	VAFIN
s7e2	wd505	,	,	,	$,
s7e2	wd506	denn	denn	denn	KON
s7e2	wd507	sonst	ſonſt	sonst	ADV
s7e2	wd508	würde	wuͤrde	werden	VAFIN
s7e2	wd509	er	er	er	PPER
s7e2	wd50a	keines	keines	keine	PIAT
s7e2	wd50b	Israeliten	Jſraeliten	Israelit	NN
s7e2	wd50c	weiter	weiter	weiter	ADV
s7e2	wd50d	verschonen	verſchonen	verschonen	VVINF
s7e2	wd50e	.	.	.	$.

# text = Nach dieſer ungluͤcklichen Schlacht werden alle Voͤlker die Juden aus ihren Laͤndern vertreiben , und Abrahams Saame wird ſo geaͤngſtiget , als es ſeit Anbeginn der Welt nirgend geſchehen iſt .
s7e3	wd50f	Nach	Nach	nach	APPR
s7e3	wd510	dieser	dieſer	diese	PDAT
s7e3	wd511	unglücklichen	ungluͤcklichen	unglücklich	ADJA
s7e3	wd512	Schlacht	Schlacht	Schlacht	NN
s7e3	wd513	werden	werden	werden	VAFIN
s7e3	wd514	alle	alle	alle	PIAT
s7e3	wd515	Völker	Voͤlker	Volk	NN
s7e3	wd516	die	die	d	ART
s7e3	wd517	Juden	Juden	Jude	NN
s7e3	wd518	aus	aus	aus	APPR
s7e3	wd519	ihren	ihren	ihr	PPOSAT
s7e3	wd51a	Ländern	Laͤndern	Land	NN
s7e3	wd51b	vertreiben	vertreiben	vertreiben	VVINF
s7e3	wd51c	,	,	,	$,
s7e3	wd51d	und	und	und	KON
s7e3	wd51e	Abrahams	Abrahams	Abrahams	NE
s7e3	wd51f	Same	Saame	Same	NE
s7e3	wd520	wird	wird	werden	VAFIN
s7e3	wd521	so	ſo	so	ADV
s7e3	wd522	geängstigt	geaͤngſtiget	ängstigen	VVPP
s7e3	wd523	,	,	,	$,
s7e3	wd524	als	als	als	KOUS
s7e3	wd525	es	es	es	PPER
s7e3	wd526	seit	ſeit	seit	APPR
s7e3	wd527	Anbeginn	Anbeginn	Anbeginn	NN
s7e3	wd528	der	der	d	ART
s7e3	wd529	Welt	Welt	Welt	NN
s7e3	wd52a	nirgend	nirgend	nirgend	ADV
s7e3	wd52b	geschehen	geſchehen	geschehen	VVPP
s7e3	wd52c	ist	iſt	sein	VAFIN
s7e3	wd52d	.	.	.	$.

# text = Aber dann koͤmmt der Engel Michael , die Gottloſen von Jſrael zu trennen , und ſie zu vertilgen .
s7e4	wd52e	Aber	Aber	aber	KON
s7e4	wd52f	dann	dann	dann	ADV
s7e4	wd530	kommt	koͤmmt	kommen	VVFIN
s7e4	wd531	der	der	d	ART
s7e4	wd532	Engel	Engel	Engel	NE
s7e4	wd533	Michael	Michael	Michael	NE
s7e4	wd534	,	,	,	$,
s7e4	wd535	die	die	d	ART
s7e4	wd536	Gottlosen	Gottloſen	Gottlos	NN
s7e4	wd537	von	von	von	APPR
s7e4	wd538	Israel	Jſrael	Israel	NE
s7e4	wd539	zu	zu	zu	PTKZU
s7e4	wd53a	trennen	trennen	trennen	VVINF
s7e4	wd53b	,	,	,	$,
s7e4	wd53c	und	und	und	KON
s7e4	wd53d	sie	ſie	sie	PPER
s7e4	wd53e	zu	zu	zu	PTKZU
s7e4	wd53f	vertilgen	vertilgen	vertilgen	VVINF
s7e4	wd540	.	.	.	$.

# text = Die Frommen hingegen fluͤchten in die Wuͤſte , wo ſie wie Silber und Gold gelaͤutert werden , fuͤnf und vierzig Tage bleiben , und blos Kraͤuter , Gras und Laub eſſen ſollen .
s7e5	wd541	Die	Die	d	ART
s7e5	wd542	Frommen	Frommen	Fromme	NN
s7e5	wd543	hingegen	hingegen	hingegen	ADV
s7e5	wd544	flüchten	fluͤchten	flüchten	VVFIN
s7e5	wd545	in	in	in	APPR
s7e5	wd546	die	die	d	ART
s7e5	wd547	Wüste	Wuͤſte	Wüste	NN
s7e5	wd548	,	,	,	$,
s7e5	wd549	wo	wo	wo	PWAV
s7e5	wd54a	sie	ſie	sie	PPER
s7e5	wd54b	wie	wie	wie	KOKOM
s7e5	wd54c	Silber	Silber	Silber	NN
s7e5	wd54d	und	und	und	KON
s7e5	wd54e	Gold	Gold	Gold	NN
s7e5	wd54f	geläutert	gelaͤutert	läutern	VVPP
s7e5	wd550	werden	werden	werden	VAINF
s7e5	wd551	,	,	,	$,
s7e5	wd552	fünf	fuͤnf	fünf	CARD
s7e5	wd553	und	und	und	KON
s7e5	wd554	vierzig	vierzig	vierzig	CARD
s7e5	wd555	Tage	Tage	Tag	NN
s7e5	wd556	bleiben	bleiben	bleiben	VVINF
s7e5	wd557	,	,	,	$,
s7e5	wd558	und	und	und	KON
s7e5	wd559	bloß	blos	bloß	ADV
s7e5	wd55a	Kräuter	Kraͤuter	Kraut	NN
s7e5	wd55b	,	,	,	$,
s7e5	wd55c	Gras	Gras	Gras	NN
s7e5	wd55d	und	und	und	KON
s7e5	wd55e	Laub	Laub	Laub	NN
s7e5	wd55f	essen	eſſen	essen	VVINF
s7e5	wd560	sollen	ſollen	sollen	VMFIN
s7e5	wd561	.	.	.	$.

# text = Nachdem Armillus auch Aegypten bezwungen hat , wird er ſein Schwert gegen Jeruſalem wenden , und die heilige Stadt zum zweiten Male zerſtoͤren .
s7e6	wd562	Nachdem	Nachdem	nachdem	KOUS
